season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified
2023,REG,HOU,1,00-0035276,LB,Blake Cashman,Blake,Cashman,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-08 20:10:25
2023,REG,HOU,1,00-0037614,WR,John Metchie,John,Metchie,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-08 20:10:32
2023,REG,HOU,1,00-0031298,S,Jimmie Ward,Jimmie,Ward,Hip,,Out,Hip,,Did Not Participate In Practice,2023-09-08 20:10:38
2023,REG,HOU,1,00-0033854,RB,Dare Ogunbowale,Dare,Ogunbowale,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-09-08 20:10:18
2023,REG,IND,1,00-0039156,CB,Julius Brents,Julius,Brents,,,,Not injury related - personal matter,,Did Not Participate In Practice,2023-09-08 19:05:01
2023,REG,IND,1,00-0034846,LB,Shaquille Leonard,Shaquille,Leonard,,,,Concussion,,Full Participation in Practice,2023-09-08 19:04:45
2023,REG,IND,1,00-0032378,DT,DeForest Buckner,DeForest,Buckner,,,,Forearm,,Limited Participation in Practice,2023-09-08 19:05:12
2023,REG,IND,1,00-0036251,RB,Zack Moss,Zack,Moss,Forearm,,Questionable,Forearm,,Limited Participation in Practice,2023-09-08 19:05:27
2023,REG,JAX,1,00-0038596,S,Antonio Johnson,Antonio,Johnson,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-08 18:14:40
2023,REG,JAX,1,00-0038940,DE,Tyler Lacy,Tyler,Lacy,Hip,,Out,Hip,,Limited Participation in Practice,2023-09-08 18:14:48
2023,REG,KC,1,00-0035149,G,Nick Allegretti,Nick,Allegretti,,,,Pectoral,,Full Participation in Practice,2023-09-06 19:49:55
2023,REG,KC,1,00-0034286,WR,Richie James,Richie,James,,,,Knee,,Full Participation in Practice,2023-09-06 19:49:55
2023,REG,KC,1,00-0038986,CB,Nic Jones,Nic,Jones,,,,Hand,,Full Participation in Practice,2023-09-06 19:49:55
2023,REG,KC,1,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Knee,,Full Participation in Practice,2023-09-06 19:50:11
2023,REG,KC,1,00-0038983,DE,B.J. Thompson,B.J.,Thompson,,,,Hamstring,,Full Participation in Practice,2023-09-06 19:49:55
2023,REG,KC,1,00-0036913,WR,Kadarius Toney,Kadarius,Toney,,,,Knee,,Full Participation in Practice,2023-09-06 19:50:17
2023,REG,KC,1,00-0035890,DT,Tershawn Wharton,Tershawn,Wharton,,,,Knee,,Full Participation in Practice,2023-09-06 19:49:55
2023,REG,KC,1,00-0030506,TE,Travis Kelce,Travis,Kelce,Knee,,Questionable,Knee,,Did Not Participate In Practice,2023-09-06 19:50:22
2023,REG,LA,1,00-0034804,C,Brian Allen,Brian,Allen,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-08 19:52:17
2023,REG,LA,1,00-0036415,WR,Van Jefferson,Van,Jefferson,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-08 19:52:35
2023,REG,LA,1,00-0039107,QB,Stetson Bennett,Stetson,Bennett,right Shoulder,,Questionable,right Shoulder,,Did Not Participate In Practice,2023-09-08 19:53:13
2023,REG,LA,1,00-0033908,WR,Cooper Kupp,Cooper,Kupp,Hamstring,,Questionable,Hamstring,,Did Not Participate In Practice,2023-09-08 19:53:13
2023,REG,LA,1,00-0037004,TE,Hunter Long,Hunter,Long,Thigh,,Questionable,Thigh,,Did Not Participate In Practice,2023-09-08 19:53:13
2023,REG,LAC,1,00-0038553,LB,Daiyan Henley,Daiyan,Henley,Hamstring,,Doubtful,Hamstring,,Did Not Participate In Practice,2023-09-08 20:17:56
2023,REG,LAC,1,00-0036867,LB,Chris Rumph,Chris,Rumph,Hamstring,,Doubtful,Hamstring,,Did Not Participate In Practice,2023-09-08 20:18:00
2023,REG,LV,1,00-0034545,CB,Brandon Facyson,Brandon,Facyson,Shin,,Out,Shin,,Did Not Participate In Practice,2023-09-08 20:24:12
2023,REG,LV,1,00-0029585,DE,Chandler Jones,Chandler,Jones,Not injury related - personal matter,,Out,Not injury related - personal matter,,Did Not Participate In Practice,2023-09-08 20:24:16
2023,REG,LV,1,00-0031763,WR,DeAndre Carter,DeAndre,Carter,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-08 20:24:05
2023,REG,MIA,1,00-0039040,RB,Devon Achane,Devon,Achane,,,,Shoulder,,Full Participation in Practice,2023-09-08 19:44:37
2023,REG,MIA,1,00-0036020,RB,Salvon Ahmed,Salvon,Ahmed,,,,Back,,Full Participation in Practice,2023-09-08 19:44:37
2023,REG,MIA,1,00-0036213,DT,Raekwon Davis,Raekwon,Davis,,,,Elbow,,Full Participation in Practice,2023-09-08 19:44:37
2023,REG,MIA,1,00-0037010,T,Liam Eichenberg,Liam,Eichenberg,,,,Ribs,,Full Participation in Practice,2023-09-08 19:44:37
2023,REG,MIA,1,00-0036221,S,Brandon Jones,Brandon,Jones,,,,Knee,,Full Participation in Practice,2023-09-08 19:44:37
2023,REG,MIA,1,00-0036613,WR,Jaylen Waddle,Jaylen,Waddle,,,,Oblique,,Full Participation in Practice,2023-09-08 19:44:37
2023,REG,MIA,1,00-0034352,C,Connor Williams,Connor,Williams,,,,Knee,,Full Participation in Practice,2023-09-08 19:44:37
2023,REG,MIA,1,00-0030067,T,Terron Armstead,Terron,Armstead,Back,"ankle, knee",Out,Back,Ankle / Knee,Did Not Participate In Practice,2023-09-08 19:45:33
2023,REG,MIA,1,00-0034248,S,Elijah Campbell,Elijah,Campbell,Knee,,Out,Knee,,Did Not Participate In Practice,2023-09-08 19:46:05
2023,REG,MIA,1,00-0029530,CB,Justin Bethel,Justin,Bethel,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-08 19:46:23
2023,REG,MIA,1,00-0038720,TE,Julian Hill,Julian,Hill,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-09-08 19:46:46
2023,REG,MIN,1,00-0036338,LB,Troy Dye,Troy,Dye,,,,Elbow,,Full Participation in Practice,2023-09-08 18:34:38
2023,REG,MIN,1,00-0037500,P,Ryan Wright,Ryan,Wright,,,,Ankle,,Full Participation in Practice,2023-09-08 18:34:38
2023,REG,MIN,1,00-0034344,DE,Marcus Davenport,Marcus,Davenport,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-09-08 18:37:31
2023,REG,NE,1,00-0032071,T,Trenton Brown,Trenton,Brown,,,,Illness,,Limited Participation in Practice,2023-09-06 20:06:28
2023,REG,NE,1,00-0038039,CB,Jack Jones,Jack,Jones,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-08 20:05:36
2023,REG,NE,1,00-0038132,QB,Matt Corral,Matt,Corral,Not injury related - personal matter,,Questionable,Not Injury Related,,Did Not Participate In Practice,2023-09-08 21:16:04
2023,REG,NE,1,00-0036875,RB,Rhamondre Stevenson,Rhamondre,Stevenson,Illness,,Questionable,Illness,,Did Not Participate In Practice,2023-09-08 20:05:24
2023,REG,NE,1,00-0036198,G,Michael Onwenu,Michael,Onwenu,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-09-08 20:05:24
2023,REG,NE,1,00-0031547,WR,DeVante Parker,DeVante,Parker,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-08 20:05:24
2023,REG,NE,1,00-0038103,G,Cole Strange,Cole,Strange,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-08 20:05:24
2023,REG,NO,1,00-0027696,TE,Jimmy Graham,Jimmy,Graham,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-08 19:19:08
2023,REG,NO,1,00-0033874,CB,Marshon Lattimore,Marshon,Lattimore,,,,Knee,,Full Participation in Practice,2023-09-08 19:19:08
2023,REG,NO,1,00-0033888,T,Ryan Ramczyk,Ryan,Ramczyk,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-08 19:19:08
2023,REG,NO,1,00-0034116,S,J.T. Gray,J.T.,Gray,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2023-09-08 19:19:47
2023,REG,NO,1,00-0034765,WR,Tre'Quan Smith,Tre'Quan,Smith,Groin,,Out,Groin,,Did Not Participate In Practice,2023-09-08 19:19:30
2023,REG,NO,1,00-0038551,RB,Kendre Miller,Kendre,Miller,Hamstring,,Questionable,Hamstring,,Did Not Participate In Practice,2023-09-08 19:20:01
2023,REG,NYG,1,00-0036569,RB,Gary Brightwell,Gary,Brightwell,,,,Knee,,Limited Participation in Practice,2023-09-08 18:23:47
2023,REG,NYG,1,00-0036145,TE,Lawrence Cager,Lawrence,Cager,,,,Ankle,,Limited Participation in Practice,2023-09-08 18:23:47
2023,REG,NYG,1,00-0037758,CB,Cordale Flott,Cordale,Flott,Hamstring,,Doubtful,Hamstring,,Limited Participation in Practice,2023-09-08 18:24:50
2023,REG,NYG,1,00-0038413,S,Gervarrius Owens,Gervarrius,Owens,Hamstring,,Doubtful,Hamstring,,Limited Participation in Practice,2023-09-08 18:25:09
2023,REG,NYG,1,00-0038117,WR,Wan'Dale Robinson,Wan'Dale,Robinson,Knee,,Doubtful,Knee,,Limited Participation in Practice,2023-09-08 18:25:21
2023,REG,NYG,1,00-0036400,LB,Cam Brown,Cam,Brown,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-09-08 18:24:21
2023,REG,NYG,1,00-0037260,DT,D.J. Davidson,D.J.,Davidson,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-08 18:24:21
2023,REG,NYG,1,00-0031610,TE,Darren Waller,Darren,Waller,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-09-08 18:24:21
2023,REG,NYJ,1,00-0036501,CB,Michael Carter,Michael,Carter,,,,Elbow,,Full Participation in Practice,2023-09-09 19:00:26
2023,REG,NYJ,1,00-0036284,T,Mekhi Becton,Mekhi,Becton,Knee,Illness,Questionable,Knee,Illness,Full Participation in Practice,2023-09-09 19:00:40
2023,REG,NYJ,1,00-0026166,T,Duane Brown,Duane,Brown,Shoulder,,Questionable,Shoulder,,Full Participation in Practice,2023-09-09 19:00:40
2023,REG,NYJ,1,00-0038120,RB,Breece Hall,Breece,Hall,Knee,,Questionable,Knee,,Full Participation in Practice,2023-09-09 19:00:40
2023,REG,PHI,1,00-0037136,CB,Mario Goodrich,Mario,Goodrich,,,,Illness,,Full Participation in Practice,2023-09-08 19:46:44
2023,REG,PHI,1,00-0037137,CB,Josh Jobe,Josh,Jobe,,,,Illness,,Full Participation in Practice,2023-09-08 19:46:38
2023,REG,PIT,1,00-0027969,DT,Cameron Heyward,Cameron,Heyward,,,,Not injury related - resting player,Stomach,Full Participation in Practice,2023-09-08 19:26:09
2023,REG,PIT,1,00-0033905,DT,Larry Ogunjobi,Larry,Ogunjobi,Foot,,Questionable,Foot,,Limited Participation in Practice,2023-09-08 19:26:55
2023,REG,SEA,1,00-0036409,LB,Jordyn Brooks,Jordyn,Brooks,,,,Not injury related - resting player,Knee,Full Participation in Practice,2023-09-08 21:04:53
2023,REG,SEA,1,00-0039047,LB,Derick Hall,Derick,Hall,,,,Shoulder,,Full Participation in Practice,2023-09-08 21:05:17
2023,REG,SEA,1,00-0038133,LB,Boye Mafe,Boye,Mafe,,,,Illness,,Full Participation in Practice,2023-09-08 21:05:06
2023,REG,SEA,1,00-0038591,DE,Mike Morris,Mike,Morris,,,,Shoulder,,Full Participation in Practice,2023-09-08 21:04:43
2023,REG,SEA,1,00-0032387,DT,Jarran Reed,Jarran,Reed,,,,Toe,,Full Participation in Practice,2023-09-08 21:06:00
2023,REG,SEA,1,00-0038543,WR,Jaxon Smith-Njigba,Jaxon,Smith-Njigba,,,,Wrist,,Full Participation in Practice,2023-09-08 21:04:43
2023,REG,SEA,1,00-0036413,LB,Darrell Taylor,Darrell,Taylor,,,,Shoulder,,Full Participation in Practice,2023-09-08 21:04:43
2023,REG,SEA,1,00-0035164,WR,Cody Thompson,Cody,Thompson,,,,Shoulder,,Full Participation in Practice,2023-09-08 21:04:43
2023,REG,SEA,1,00-0038134,RB,Kenneth Walker,Kenneth,Walker,,,,Groin,,Limited Participation in Practice,2023-09-08 21:04:43
2023,REG,SEA,1,00-0033872,S,Jamal Adams,Jamal,Adams,Knee,,Out,Knee,,Did Not Participate In Practice,2023-09-08 19:48:24
2023,REG,SEA,1,00-0038636,RB,Kenny McIntosh,Kenny,McIntosh,Knee,Hamstring,Out,Knee,Hamstring,Did Not Participate In Practice,2023-09-08 19:47:48
2023,REG,SEA,1,00-0036417,G,Damien Lewis,Damien,Lewis,Shoulder,,Questionable,Shoulder,,Full Participation in Practice,2023-09-08 19:49:09
2023,REG,SEA,1,00-0039169,CB,Devon Witherspoon,Devon,Witherspoon,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-09-08 19:49:41
2023,REG,SF,1,00-0035717,DE,Nick Bosa,Nick,Bosa,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-08 19:44:52
2023,REG,SF,1,00-0034754,LB,Oren Burks,Oren,Burks,,,,Knee,,Full Participation in Practice,2023-09-08 19:45:52
2023,REG,SF,1,00-0032151,C,Jon Feliciano,Jon,Feliciano,,,,Illness,,Full Participation in Practice,2023-09-08 19:44:30
2023,REG,SF,1,00-0028924,S,Tashaun Gipson,Tashaun,Gipson,,,,Back,,Full Participation in Practice,2023-09-08 19:45:34
2023,REG,SF,1,00-0036564,S,Talanoa Hufanga,Talanoa,Hufanga,,,,Knee,Not injury related - personal ,Full Participation in Practice,2023-09-08 19:45:44
2023,REG,SF,1,00-0037525,RB,Jordan Mason,Jordan,Mason,,,,Foot,,Full Participation in Practice,2023-09-08 19:46:16
2023,REG,SF,1,00-0034407,WR,Ray-Ray McCloud,Ray-Ray,McCloud,,,,Wrist,,Full Participation in Practice,2023-09-08 19:45:24
2023,REG,SF,1,00-0038562,K,Jake Moody,Jake,Moody,,,,right Quadricep,,Full Participation in Practice,2023-09-08 19:45:15
2023,REG,SF,1,00-0034091,S,George Odum,George,Odum,,,,Shoulder,,Full Participation in Practice,2023-09-08 19:44:30
2023,REG,SF,1,00-0037834,QB,Brock Purdy,Brock,Purdy,,,,right Elbow,,Full Participation in Practice,2023-09-08 19:44:30
2023,REG,SF,1,00-0027857,T,Trent Williams,Trent,Williams,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-08 19:44:30
2023,REG,SF,1,00-0033288,TE,George Kittle,George,Kittle,Groin,,Questionable,Groin,,Limited Participation in Practice,2023-09-08 19:46:24
2023,REG,SF,1,00-0034573,CB,Charvarius Ward,Charvarius,Ward,Heel,,Questionable,Heel,,Limited Participation in Practice,2023-09-08 19:46:24
2023,REG,TB,1,00-0038823,S,Kaevon Merriweather,Kaevon,Merriweather,,,,Quadricep,,Full Participation in Practice,2023-09-08 18:41:45
2023,REG,TB,1,00-0035254,LB,Anthony Nelson,Anthony,Nelson,,,,Hamstring,,Full Participation in Practice,2023-09-08 18:42:08
2023,REG,TB,1,00-0036450,RB,Ke'Shawn Vaughn,Ke'Shawn,Vaughn,,,,Not injury related - personal matter,,Full Participation in Practice,2023-09-08 18:41:45
2023,REG,TB,1,00-0036411,S,Antoine Winfield,Antoine,Winfield,,,,Calf,,Full Participation in Practice,2023-09-08 18:41:45
2023,REG,TB,1,00-0039157,G,Cody Mauch,Cody,Mauch,Back,,Questionable,Back,,Did Not Participate In Practice,2023-09-08 18:42:16
2023,REG,TB,1,00-0039063,DT,Calijah Kancey,Calijah,Kancey,Calf,,Questionable,Calf,,Full Participation in Practice,2023-09-08 18:42:16
2023,REG,TEN,1,00-0037742,WR,Treylon Burks,Treylon,Burks,,,,Knee,,Full Participation in Practice,2023-09-08 19:03:44
2023,REG,TEN,1,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-08 19:04:03
2023,REG,TEN,1,00-0034825,LB,Arden Key,Arden,Key,,,,Calf,,Full Participation in Practice,2023-09-08 19:03:44
2023,REG,TEN,1,00-0039152,QB,Will Levis,Will,Levis,,,,Quadricep,,Full Participation in Practice,2023-09-08 19:03:44
2023,REG,TEN,1,00-0035259,TE,Trevon Wesco,Trevon,Wesco,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-08 19:04:24
2023,REG,TEN,1,00-0037593,CB,Tre Avery,Tre,Avery,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-08 19:04:45
2023,REG,TEN,1,00-0034828,LB,Harold Landry,Harold,Landry,Abdomen,,Questionable,Abdomen,,Full Participation in Practice,2023-09-08 19:04:37
2023,REG,TEN,1,00-0036619,T,Dillon Radunz,Dillon,Radunz,Knee,,Questionable,Knee,,Full Participation in Practice,2023-09-08 19:04:37
2023,REG,WAS,1,00-0036671,WR,Dax Milne,Dax,Milne,,,,Groin,,Did Not Participate In Practice,2023-09-07 19:33:51
2023,REG,WAS,1,00-0035659,WR,Terry McLaurin,Terry,McLaurin,,,,Toe,,Full Participation in Practice,2023-09-08 17:15:41
2023,REG,WAS,1,00-0036625,CB,Benjamin St-Juste,Benjamin,St-Juste,,,,Ankle,,Full Participation in Practice,2023-09-08 17:15:41
2023,REG,WAS,1,00-0036351,DE,James Smith-Williams,James,Smith-Williams,Oblique,,Questionable,Oblique,,Limited Participation in Practice,2023-09-08 17:16:07
2023,REG,WAS,1,00-0036321,DE,Chase Young,Chase,Young,Neck,,Questionable,Neck,,Limited Participation in Practice,2023-09-08 17:16:07
2023,REG,ARI,2,00-0033553,RB,James Conner,James,Conner,,,,Calf,,Full Participation in Practice,2023-09-15 19:53:46
2023,REG,ARI,2,00-0035636,DE,L.J. Collier,L.J.,Collier,Biceps,,Out,Biceps,,Did Not Participate In Practice,2023-09-15 19:55:48
2023,REG,ARI,2,00-0034801,LB,Josh Woods,Josh,Woods,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-15 19:55:40
2023,REG,ARI,2,00-0033890,S,Budda Baker,Budda,Baker,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-09-15 19:54:13
2023,REG,ARI,2,00-0029316,T,Kelvin Beachum,Kelvin,Beachum,Hand,,Questionable,Hand,,Limited Participation in Practice,2023-09-15 19:54:13
2023,REG,ARI,2,00-0036371,DT,Leki Fotu,Leki,Fotu,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-09-15 19:54:13
2023,REG,ATL,2,00-0026190,DE,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-13 20:56:52
